,Statement,Link,Date,Source,Label
999,The 2020 election is in “recount territory” and “I’ve seen elections change as a result of” recounts.,https://www.politifact.com/factchecks/2020/nov/18/scott-fitzgerald/recounts-have-swung-elections-wisconsin-nowhere-ne/,"mber 18, 2020",Scott Fitzgerald,half-true
1000,“The MOB in PA was HIRED by the Biden team to create fake ballots by the thousands!!”,https://www.politifact.com/factchecks/2020/nov/18/facebook-posts/joe-biden-did-not-hire-mob-fabricate-ballots-phila/,"mber 18, 2020",Facebook posts,pants-fire
1001,“Michigan just refused to certify the election results!”,https://www.politifact.com/factchecks/2020/nov/18/donald-trump/no-michigan-has-not-refused-certify-election-resul/,"mber 18, 2020",Donald Trump,false
1002,There is “aborted male fetus” in the Oxford-AstraZeneca “Covid 19 vaccine.”,https://www.politifact.com/factchecks/2020/nov/18/facebook-posts/oxford-astrazeneca-vaccine-does-not-contain-aborte/,"mber 18, 2020",Facebook posts,false
1003,Says Georgia’s secretary of state won’t let the people recounting ballots check the signatures for fraud.,https://www.politifact.com/factchecks/2020/nov/18/donald-trump/donald-trumps-jab-georgia-recount-ignores-key-voti/,"mber 18, 2020",Donald Trump,pants-fire
1004,"Says “47 additional counties used the same software that caused a ‘glitch’ in Antrim County (that switched 6,000 votes from Trump to Biden in that county)” and votes in the state are “potentially fraudulent.”",https://www.politifact.com/factchecks/2020/nov/18/ted-nugent/inaccurate-early-vote-count-onmichigan-county-was-/,"mber 18, 2020",Ted Nugent,barely-true
1005,"""Voter FRAUD exposed in Georgia. Over 2600 votes 'FOUND.'""",https://www.politifact.com/factchecks/2020/nov/18/facebook-posts/georgia-election-officials-found-more-2600-uncount/,"mber 18, 2020",Facebook posts,barely-true
1006,Unemployment report shows “America is bouncing back.”,https://www.politifact.com/factchecks/2020/nov/18/vicky-hartzler/hartzlers-right-theres-some-bounce-labor-report/,"mber 18, 2020",Vicky Hartzler,mostly-true
1007,“Biden campaign director arrested for electoral fraud.”,https://www.politifact.com/factchecks/2020/nov/17/blog-posting/no-biden-campaign-official-wasnt-arrested-election/,"mber 17, 2020",Bloggers,false
1008,“Every single swing-seat House Democrat who endorsed #MedicareForAll won re-election or is on track to win re-election. Every. Single. One.”,https://www.politifact.com/factchecks/2020/nov/17/alexandria-ocasio-cortez/medicare-all-supporters-win-swing-districts/,"mber 17, 2020",Alexandria Ocasio-Cortez,mostly-true
1009,The U.S. military seized servers in Germany tied to Dominion Election Systems.,https://www.politifact.com/factchecks/2020/nov/17/youtube-videos/no-us-military-did-not-raid-election-software-comp/,"mber 17, 2020",YouTube videos,pants-fire
1010,"""We heard from the Department of Homeland Security ... that this was probably the most secure election that’s ever been run in the United States.”",https://www.politifact.com/factchecks/2020/nov/17/tammy-baldwin/yes-department-homeland-security-declared-nov-3-el/,"mber 17, 2020",Tammy Baldwin,true
1011,“These are real to date pictures taken during the Million (MAGA) March 2020.”,https://www.politifact.com/factchecks/2020/nov/17/facebook-posts/photos-show-cleveland-cavaliers-parade-and-womens-/,"mber 17, 2020",Facebook posts,false
1012,"“Milwaukee Elections Chief Lost Elections Flash Drive in Morning Hours of November 4th When Democrats Miraculously Found 120,000 Votes for Joe Biden.”",https://www.politifact.com/factchecks/2020/nov/17/facebook-posts/no-there-was-nothing-shady-about-lost-milwaukee-el/,"mber 17, 2020",Facebook posts,pants-fire
1013,A member of Joe Biden’s COVID-19 task force recommends “withholding food stamps and rent assistance from those who refuse coronavirus vaccines.”,https://www.politifact.com/factchecks/2020/nov/16/instagram-posts/no-bidens-covid-19-task-force-appointee-didnt-prop/,"mber 16, 2020",Instagram posts,pants-fire
1014,A screenshot shows Tucker Carlson announcing he’ll “be starting at NewsMax next month.”,https://www.politifact.com/factchecks/2020/nov/16/facebook-posts/parler-post-about-tucker-carlson-leaving-fox-news-/,"mber 16, 2020",Facebook posts,pants-fire
1015,"“More than one MILLION marchers for President @realDonaldTrump descend on” Washington, D.C., on Nov. 14.",https://www.politifact.com/factchecks/2020/nov/16/kayleigh-mcenany/million-maga-march-did-not-have-more-1-million-att/,"mber 16, 2020",Kayleigh McEnany,false
1016,Says Sen. Kelly Loeffler said on Parler that “Black people shouldn’t be allowed to vote.”,https://www.politifact.com/factchecks/2020/nov/16/facebook-posts/parler-post-attributed-loeffler-about-black-georgi/,"mber 16, 2020",Facebook posts,pants-fire
1017,"Says Raphael Warnock ""ran over his wife"" and was ""arrested for obstructing an investigation into child abuse.""",https://www.politifact.com/factchecks/2020/nov/16/erick-erickson/no-proof-warnock-ran-over-wife-obstruction-case-dr/,"mber 16, 2020",Erick Erickson,barely-true
1018,“Facebook removed the title of ‘President’ from Donald Trump and designated him as ‘Political Candidate.’”,https://www.politifact.com/factchecks/2020/nov/13/facebook-posts/no-facebook-didnt-remove-president-trumps-facebook/,"mber 13, 2020",Facebook posts,false
1019,“Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.”,https://www.politifact.com/factchecks/2020/nov/13/instagram-posts/ticketmaster-isnt-forcing-you-get-covid-19-vaccine/,"mber 13, 2020",Instagram posts,false
1020,Says Raphael Warnock “celebrated Fidel Castro and welcomed him to his church.”,https://www.politifact.com/factchecks/2020/nov/13/kelly-loeffler/no-proof-georgia-senate-hopeful-warnock-welcomed-f/,"mber 13, 2020",Kelly Loeffler,barely-true
1021,Says Donald Trump posed as an anonymous “Nevada poll worker” on Laura Ingraham’s show.,https://www.politifact.com/factchecks/2020/nov/13/instagram-posts/no-trump-didnt-pose-poll-worker-laura-ingrahams-sh/,"mber 13, 2020",Instagram posts,false
1022,"Says there were “600,000 plus unlawful votes in Philly and Pitt.”",https://www.politifact.com/factchecks/2020/nov/13/rudy-giuliani/giulianis-false-claim-more-600000-unlawful-votes-p/,"mber 13, 2020",Rudy Giuliani,pants-fire
1023,Says Dominion Voting System flipped votes to Joe Biden in states where Trump is bringing legal challenges.,https://www.politifact.com/factchecks/2020/nov/13/facebook-posts/no-evidence-dominion-voting-systems-caused-widespr/,"mber 13, 2020",Facebook posts,pants-fire
1024,"""Across the state the rejection rate for ballots went way down” in the Nov. 3 election.",https://www.politifact.com/factchecks/2020/nov/13/ben-wikler/democrats-jump-gun-claim-absentee-ballot-rejection/,"mber 13, 2020",Ben Wikler,barely-true
1025,“Pennsylvania and Michigan didn’t allow our poll watchers and/or vote observers to watch or observe.”,https://www.politifact.com/factchecks/2020/nov/12/donald-trump/trumps-wrong-claim-election-observers-were-barred-/,"mber 12, 2020",Donald Trump,pants-fire
1026,Dominion Voting Systems “deleted 2.7 million Trump votes nationwide.”,https://www.politifact.com/factchecks/2020/nov/12/donald-trump/trumps-tweet-about-27-million-deleted-votes-basele/,"mber 12, 2020",Donald Trump,pants-fire
1027,"""The real electoral map"" shows Donald Trump leading Joe Biden in electoral votes.",https://www.politifact.com/factchecks/2020/nov/12/facebook-posts/trump-does-not-have-more-electoral-votes-biden/,"mber 12, 2020",Facebook posts,false
1028,"Video shows California election workers ""cheating"" by collecting ballots from drop box on Nov. 4.",https://www.politifact.com/factchecks/2020/nov/11/donald-trump/president-trump-shares-misleading-video-falsely-ca/,"mber 11, 2020",Donald Trump,false
1029,The media called the 2016 election for Hillary Clinton.,https://www.politifact.com/factchecks/2020/nov/11/facebook-posts/no-media-didnt-call-2016-election-clinton/,"mber 11, 2020",Facebook posts,false
1030,"“Biden lead disappears in NV, AZ, GA, PA.”",https://www.politifact.com/factchecks/2020/nov/11/facebook-posts/no-joe-bidens-leads-havent-disappeared-key-battleg/,"mber 11, 2020",Facebook posts,false
1031,Detroit election worker trainings “reveal the mechanisms of the planned theft of the election”,https://www.politifact.com/factchecks/2020/nov/11/big-league-politics/no-planned-theft-election-detroit/,"mber 11, 2020",Big League Politics,false
1032,"Says conservative website Judicial Watch published a story about “elite” units of the National Guard recounting official ballots that were printed with “an invisible, unbreakable code watermark and registered on a Quantum Blockchain System.”",https://www.politifact.com/factchecks/2020/nov/11/instagram-posts/no-judicial-watch-didnt-publish-bogus-story-about-/,"mber 11, 2020",Instagram posts,pants-fire
1033,"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission.""",https://www.politifact.com/factchecks/2020/nov/11/facebook-posts/michigan-judge-has-not-called-hand-recount/,"mber 11, 2020",Facebook posts,false
1034,Map shows 2020 election results.,https://www.politifact.com/factchecks/2020/nov/11/viral-image/election-results-map-spreading-social-media-2016/,"mber 11, 2020",Viral image,false
1035,Video shows trashed ballots for Donald Trump.,https://www.politifact.com/factchecks/2020/nov/11/facebook-posts/video-shows-spoiled-ballots-were-destroyed-and-dis/,"mber 11, 2020",Facebook posts,false
1036,Church bells rang in Paris and fireworks were set off in London to celebrate Joe Biden’s presidential win.,https://www.politifact.com/factchecks/2020/nov/11/facebook-posts/bells-france-fireworks-london-werent-celebrating-j/,"mber 11, 2020",Facebook posts,false
1037,"As an example of voter fraud, “we have literally 9,000 people who voted in this election (in Nevada) who don’t live in Nevada.”",https://www.politifact.com/factchecks/2020/nov/11/matt-schlapp/matt-schlapps-baseless-claim-9000-nevada-mail-ball/,"mber 11, 2020",Matt Schlapp,pants-fire
1038,"Says “132,000 ballots in Fulton County, Ga., have been identified as likely ineligible,” and President Trump might win Georgia as a result.",https://www.politifact.com/factchecks/2020/nov/11/viral-image/no-132000-georgia-ballots-werent-likely-ineligable/,"mber 10, 2020",Viral image,false
1039,Says there are “indications of grossly improper conduct from election officials right here in my district.”,https://www.politifact.com/factchecks/2020/nov/10/dan-bishop/north-carolina-republican-falsely-accuses-election/,"mber 10, 2020",Dan Bishop,false
1040,"Overnight, election workers “found” 140,000 mail in ballots in Wisconsin; 200,000 in Michigan and 1 million in Pennsylvania. “All for Biden. None for Trump.”",https://www.politifact.com/factchecks/2020/nov/10/facebook-posts/election-workers-didnt-find-biden-votes-overnight-/,"mber 10, 2020",Facebook posts,false
1041,A CNN video shows “HAMMER / Scorecard Voter Software Fraud in Real Time”,https://www.politifact.com/factchecks/2020/nov/10/pamela-geller/debunking-hammer-and-scorecard-election-fraud-cons/,"mber 10, 2020",Pamela Geller,pants-fire
1042,“System 'Glitch' ... In Wisconsin - Reversal of Swapped Votes Removes Lead from Joe Biden.”,https://www.politifact.com/factchecks/2020/nov/10/eric-trump/no-rock-county-did-not-have-glitch-stole-votes-tru/,"mber 10, 2020",Eric Trump,pants-fire
1043,If Donald Trump “didn’t win Michigan why does the actual government site say he did?”,https://www.politifact.com/factchecks/2020/nov/10/instagram-posts/no-michigans-government-website-doesnt-say-donald-/,"mber 10, 2020",Instagram posts,false
1044,“Joe Biden is no longer the President-elect according to RealClearPolitics.”,https://www.politifact.com/factchecks/2020/nov/10/instagram-posts/fact-checking-social-media-posts-about-bidens-lead/,"mber 10, 2020",Instagram posts,false
1045,Siri gave “CONFIRMATION of the Democrats' sinister plan to REMOVE Sleepy Joe immediately using the 25th Amendment and instate Kamala Harris as President!”,https://www.politifact.com/factchecks/2020/nov/10/facebook-posts/siri-glitch-sparks-misinformation-about-biden-25th/,"mber 10, 2020",Facebook posts,pants-fire
1046,“Election worker brags about destroying Trump ballots; rips up a ballot for DJT on video.”,https://www.politifact.com/factchecks/2020/nov/10/blog-posting/no-video-doesnt-show-election-worker-destroying-tr/,"mber 10, 2020",Bloggers,false
1047,“CNN says Dick Cheney will be advising Biden on foreign policy.”,https://www.politifact.com/factchecks/2020/nov/10/viral-image/no-cnn-didnt-say-dick-cheney-will-be-foreign-polic/,"mber 10, 2020",Viral image,false
1048,Says Nancy Pelosi has “suspicious ties” to a voting software company that was involved in glitches that favored Joe Biden.,https://www.politifact.com/factchecks/2020/nov/09/blog-posting/trump-supporters-falsely-tie-nancy-pelosi-broader-/,"ember 9, 2020",Bloggers,barely-true
1049,“Mitt Romney has been asked to lead Health and Human Services in Biden administration.”,https://www.politifact.com/factchecks/2020/nov/09/blog-posting/no-joe-biden-hasnt-asked-mitt-romney-be-his-health/,"ember 9, 2020",Bloggers,false
1050,"Says The Washington Times ran a front-page headline that said, “President Gore.”",https://www.politifact.com/factchecks/2020/nov/09/viral-image/no-washington-times-didnt-run-president-gore-cover/,"ember 9, 2020",Viral image,false
1051,"Says a New York Post cover used the headline “YOU'RE FIRED"" on Nov. 4 with an image of Donald Trump.",https://www.politifact.com/factchecks/2020/nov/09/viral-image/no-new-york-post-didnt-run-youre-fired-cover/,"ember 9, 2020",Viral image,false
1052,"Officials in Fairfax, Va., gave 100,000 Trump votes to Biden.",https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/no-fairfax-officials-virginia-didnt-give-100000-tr/,"ember 7, 2020",Facebook posts,barely-true
1053,"“The NAACP has received credible information that some of the white nationalist groups … will be looking to snatch black men and boys and hang them, shoot them, torture them and kill them.”",https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/no-naacp-didnt-warn-about-white-nationalist-groups/,"ember 7, 2020",Facebook posts,false
1054,An election worker in Georgia threw away a ballot.,https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/georgia-election-worker-falsely-accused-discarding/,"ember 7, 2020",Facebook posts,false
1055,"A list shows over 14,000 dead people voted in Wayne County, Michigan.",https://www.politifact.com/factchecks/2020/nov/07/tweets/list-does-not-show-over-14000-dead-people-cast-bal/,"ember 6, 2020",Tweets,false
1056,"Republicans in Nevada found “at least 3,062 instances of voter fraud. ... Thousands of individuals have been identified who appear to have violated the law by casting ballots after they moved from NV.""",https://www.politifact.com/factchecks/2020/nov/06/nevada-republican-party/fact-checking-republican-claim-illegal-votes-nevad/,"ember 6, 2020",Nevada Republican Party,false
1057,Philadelphia is “clouding the vote counting in a shroud of darkness.”,https://www.politifact.com/factchecks/2020/nov/06/ted-cruz/ted-cruz-falsely-claims-philadelphia-counting-vote/,"ember 6, 2020",Ted Cruz,false
1058,Says the logo of a porn website appeared during a CNN broadcast.,https://www.politifact.com/factchecks/2020/nov/06/instagram-posts/no-porn-site-logo-didnt-appear-cnn-broadcast/,"ember 6, 2020",Instagram posts,false
1059,"“If you count the legal votes, I easily win. If you count the illegal votes, they can try to steal the election from us.”",https://www.politifact.com/factchecks/2020/nov/06/donald-trump/donald-trumps-pants-fire-claim-about-illegal-votes/,"ember 6, 2020",Donald Trump,pants-fire
1060,"In Iowa, ""they have allowed a little over 300 people to re-vote.""",https://www.politifact.com/factchecks/2020/nov/06/kevin-mccarthy/claim-about-people-re-voting-iowa-2020-election-wr/,"ember 6, 2020",Kevin McCarthy,pants-fire
1061,"“Active crime scene in Spalding County, Ga., where ballots for President Donald Trump were discovered in a dumpster.”",https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/no-ballots-donald-trump-werent-discovered-georgia-/,"ember 6, 2020",Facebook posts,false
1062,More poll workers caught filling out ballots in Delaware County Pennsylvania.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/no-pennsylvania-poll-workers-werent-caught-fraudul/,"ember 6, 2020",Facebook posts,false
1063,Republican election challengers were unfairly barred from observing absentee ballot processing and counting in Detroit.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/over-100-republican-challengers-monitored-absentee/,"ember 6, 2020",Facebook posts,false
1064,"Says “the city of Austin is a disaster if you haven’t been there. A great city, now one of the most dangerous cities in America and definitely in Texas.”",https://www.politifact.com/factchecks/2020/nov/06/dan-patrick/no-austin-not-one-most-dangerous-city-us-let-alone/,"ember 6, 2020",Dan Patrick,pants-fire
1065,The Trump administration put secret watermarks on official ballots to trick cheating Democrats.,https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/did-president-trump-issue-secret-watermarks-ballot/,"ember 6, 2020",Facebook posts,pants-fire
1066,"“Arizona trooper found 50,000 ballots in dumpster all for President Trump!!”",https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/no-arizona-troopers-didnt-discover-50k-ballots-tru/,"ember 6, 2020",Facebook posts,false
1067,Video showing collection of California ballots on Nov. 4 shows “cheating.”,https://www.politifact.com/factchecks/2020/nov/06/tiktok-posts/it-wasnt-cheating-calif-collected-ballots-after-st/,"ember 6, 2020",TikTok posts,false
1068,"Video shows a poll worker committing voter fraud in Delaware County, Pa.",https://www.politifact.com/factchecks/2020/nov/06/facebook-posts/pennsylvania-poll-worker-was-copying-information-d/,"ember 6, 2020",Facebook posts,false
1069,"“West Virginia is near last in the U.S.” rankings of education, clean drinking water, and child mortality.",https://www.politifact.com/factchecks/2020/nov/06/paula-jean-swearengin/does-wva-rank-near-last-education-drinking-water-c/,"ember 6, 2020",Paula Jean Swearengin,mostly-true
1070,"“40,000+ votes for Libertarian candidate Jo Jorgensen magically become votes for Joe Biden.”",https://www.politifact.com/factchecks/2020/nov/05/tiktok-posts/social-media-posts-falsely-claim-40000-votes-jo-jo/,"ember 5, 2020",TikTok posts,false
1071,"“118-year-old William Bradley voted via an absentee ballot in Wayne County, Michigan this year. William died in 1984. They’re trying to steal this election.”",https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/no-dead-voter-named-william-bradley-didnt-vote-det/,"ember 5, 2020",Facebook posts,false
1072,Wagon arriving at Detroit counting center after deadline “may have been a ballot box.”,https://www.politifact.com/factchecks/2020/nov/05/blog-posting/no-evidence-ballots-were-smuggled-detroit-counting/,"ember 5, 2020",Bloggers,false
1073,“USPS failed to deliver 27% of mail-in ballots in South Florida”,https://www.politifact.com/factchecks/2020/nov/05/blog-posting/claim-postal-service-failed-deliver-27-mail-ballot/,"ember 5, 2020",Bloggers,pants-fire
1074,"Says North Carolina’s ""Democratic Secretary of State"" controls the state's elections.",https://www.politifact.com/factchecks/2020/nov/05/social-media/no-north-carolinas-secretary-state-doesnt-control-/,"ember 5, 2020",Social Media,false
1075,"""Seven Milwaukee wards report more 2020 presidential votes than registered voters.”",https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/milwaukee-wards-did-not-have-more-votes-president-/,"ember 5, 2020",Facebook posts,pants-fire
1076,Thousands of military ballots were found in the trash in Wisconsin.,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/no-thousands-military-ballots-were-not-found-trash/,"ember 5, 2020",Facebook posts,false
1077,"More mail-in ballots were counted in Lancaster County, Pa., than were returned.",https://www.politifact.com/factchecks/2020/nov/05/viral-image/no-more-mail-ballots-werent-counted-pennsylvania-c/,"ember 5, 2020",Viral image,false
1078,Say a video shows “staffers stuffing ballots in flint mi”,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/video-ballot-stuffing-filmed-russia-not-flint-mich/,"ember 5, 2020",Facebook posts,pants-fire
1079,"“If you were forced to use a Sharpie” to fill out your ballot, “that is voter fraud.”",https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/despite-sharpiegate-no-evidence-plot-use-pens-canc/,"ember 5, 2020",Facebook posts,false
1080,"Detroit has “2,503 dead people registered” including “one voter born in 1823.”",https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/dead-voters-detroits-voter-rolls-including-person-/,"ember 5, 2020",Facebook posts,false
1081,Joe Biden was called for Michigan even though Donald Trump won more votes.,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/biden-netted-more-votes-michigan-trump/,"ember 5, 2020",Facebook posts,false
1082,“Any votes counted after midnight” on Election Day in Michigan “are fraud.”,https://www.politifact.com/factchecks/2020/nov/05/viral-image/no-michigan-ballots-counted-after-election-day-are/,"ember 5, 2020",Viral image,false
1083,Wisconsin voter turnout jumped from 67% in 2016 to 89% in 2020.,https://www.politifact.com/factchecks/2020/nov/05/donald-trump-jr/no-wisconsin-voter-turnout-did-not-jump-67-2016-89/,"ember 5, 2020",Donald Trump Jr.,pants-fire
1084,"“Wisconsin took a break, and when they returned, Biden coincidentally came back ahead by 100k.”",https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/no-wisconsin-did-not-take-break-counting-election-/,"ember 5, 2020",Facebook posts,pants-fire
1085,"“When large numbers of people in Butler (Pa.) started killing themselves with narcotics, no one in Washington or New York or Los Angeles said a word about it.”",https://www.politifact.com/factchecks/2020/nov/05/tucker-carlson/tucker-carlsons-false-claim-elites-washington-igno/,"ember 5, 2020",Tucker Carlson,barely-true
1086,"Asks, “How is this possible?” with a chart showing that 104.41% of registered voters in North Carolina and 103.56% of registered voters in Wisconsin cast votes.",https://www.politifact.com/factchecks/2020/nov/05/viral-image/north-carolina-and-wisconsin-did-not-have-more-vot/,"ember 5, 2020",Viral image,pants-fire
1087,A person is on film “burning 80 Trump ballots.”,https://www.politifact.com/factchecks/2020/nov/04/eric-trump/eric-trump-retweets-video-falsely-claiming-man-bur/,"ember 4, 2020",Eric Trump,false
1088,"“Last night I was leading, often solidly, in many key States, in almost all instances Democrat run & controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted.”",https://www.politifact.com/factchecks/2020/nov/04/donald-trump/no-president-trump-ballot-dumps-key-states-were-no/,"ember 4, 2020",Donald Trump,false
1089,"""Six states can't get the votes counted. Six states in which @realDonaldTrump is leading. Six states where Dems are in charge.""",https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/fact-checking-conspiracy-theory-about-ballot-count/,"ember 4, 2020",Facebook posts,false
1090,"“40,000 rejected vote by mail ballots in DeKalb County need to be cured by Friday or they will be tossed.”",https://www.politifact.com/factchecks/2020/nov/04/tweets/viral-tweet-spreads-false-information-about-mail-b/,"ember 4, 2020",Tweets,false
1091,"“Now that it’s even, Nevada decides to stop counting and is now not going to count anything until TOMORROW! What?!”",https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/no-nevada-did-not-stop-counting-ballots/,"ember 4, 2020",Facebook posts,false
1092,Early morning election results from Michigan and Wisconsin show voter fraud.,https://www.politifact.com/factchecks/2020/nov/04/viral-image/no-these-fivethirtyeight-graphs-dont-prove-voter-f/,"ember 4, 2020",Viral image,false
1093,“Wisconsin found 112k votes at 3am.”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/social-media-post-falsely-claims-wisconsin-found-1/,"ember 4, 2020",Facebook posts,false
1094,“This is the California model spreading across the country. When you need to flip things blue there’s always some mysterious mail-in ballots lying around that’ll do the trick. Shameful!”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/theres-nothing-mysterious-about-californias-mail-v/,"ember 4, 2020",Facebook posts,false
1095,"Says Joe Biden received a sudden influx of 138,339 votes in Michigan while Donald Trump received none.",https://www.politifact.com/factchecks/2020/nov/04/tweets/no-biden-did-not-receive-thousands-mysteriously-su/,"ember 4, 2020",Tweets,false
1096,"Six states ""decided to stop counting"" votes as Donald Trump was ""headed for a win” on election night.",https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/battleground-states-did-not-stop-counting-votes-el/,"ember 4, 2020",Facebook posts,false
1097,Photo shows massive wall in front of White House on Election Day.,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/photo-concrete-wall-front-white-house-doctored/,"ember 4, 2020",Facebook posts,pants-fire
1098,"Says Michigan Gov. Gretchen Whitmer said, “I will not certify the vote in my state for Donald Trump, no matter the outcome.”",https://www.politifact.com/factchecks/2020/nov/04/viral-image/no-whitmer-didnt-say-she-wouldnt-certify-election-/,"ember 4, 2020",Viral image,false
1099,“Wisconsin has more votes than people who are registered to vote. … This is direct evidence of fraud.”,https://www.politifact.com/factchecks/2020/nov/04/tweets/no-wisconsin-doesnt-have-more-ballots-cast-registe/,"ember 4, 2020",Tweets,pants-fire
1100,"Voters in Maricopa County, Ariz., were forced to vote using Sharpie pens that aren’t read by voting machines.",https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/voting-machines-dont-read-ballots-filled-sharpies-/,"ember 4, 2020",Facebook posts,false
1101,“NOT A JOKE: Ilhan Omar Tells Residents ‘You Don’t Have to be Registered to Vote’ in Minnesota.”,https://www.politifact.com/factchecks/2020/nov/04/sean-hannity/sean-hannity-falsely-suggests-ilhan-omar-encourage/,"ember 4, 2020",Sean Hannity,false
1102,“Trump has won the election with 294 electoral votes.”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/no-trump-hasnt-won-election-and-neither-has-biden/,"ember 4, 2020",Facebook posts,false
1103,An image shows “what appears to be an official ballot box being taken away from a polling location by an unidentified civilian.”,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/fact-checking-misleading-photo-caption-about-phila/,"ember 4, 2020",Facebook posts,false
1104,“We already have won” the election.,https://www.politifact.com/factchecks/2020/nov/04/donald-trump/trump-falsely-and-prematurely-claims-2020-presiden/,"ember 4, 2020",Donald Trump,pants-fire
1105,"“Only sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!”",https://www.politifact.com/factchecks/2020/nov/04/tweets/no-sign-outside-pennsylvania-poll-isnt-voting-scam/,"ember 3, 2020",Tweets,false
1106,"“If Biden wins the election, there are people out there planning on mass murdering poc and lbgtq+ people. Please stay inside during the election and a few days after.”",https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/unfounded-election-day-social-media-posts-warn-mas/,"ember 3, 2020",Facebook posts,false
1107,"""Deep RED cities are not boarding up"" and the National Guard is ""not being called in, in case Biden wins.""",https://www.politifact.com/factchecks/2020/nov/03/instagram-posts/nonpartisan-reality-national-guard-troops-deployed/,"ember 3, 2020",Instagram posts,false
1108,Poll watchers in Philadelphia prevented from entering polling places.,https://www.politifact.com/factchecks/2020/nov/03/tweets/fact-checking-claim-about-poll-watchers-turned-awa/,"ember 3, 2020",Tweets,half-true
1109,"A poll worker in Erie County, Pa., threw out over 100 ballots for Donald Trump.",https://www.politifact.com/factchecks/2020/nov/03/tweets/no-ballots-trump-werent-thrown-out-poll-worker-pen/,"ember 3, 2020",Tweets,false
1110,Stacks of bricks are showing up in Denver because “the Evil Left is getting ready to destroy downtown.”,https://www.politifact.com/factchecks/2020/nov/03/viral-image/no-bricks-denver-arent-being-staged-riots/,"ember 3, 2020",Viral image,false
1111,"“Trump supporters are blocking access to polling sites at Clifton City Hall, New Jersey.”",https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/no-trump-supporters-arent-blocking-access-voting-s/,"ember 3, 2020",Facebook posts,false
1112,Bricks are being “randomly placed all over Detroit.”,https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/police-say-bricks-detroit-are-construction-project/,"ember 3, 2020",Facebook posts,false
1113,“Biden says he doesn’t need voters to get elected.”,https://www.politifact.com/factchecks/2020/nov/03/tiktok-posts/video-misrepresents-bidens-speech-michigan/,"ember 3, 2020",TikTok posts,false
1114,“Kohl's confirmed that they will be selling BLM merchandise” but are not selling “back the blue” at this time.,https://www.politifact.com/factchecks/2020/nov/03/facebook-posts/kohls-has-t-shirt-line-promotes-racial-equality-it/,"ember 3, 2020",Facebook posts,false
1115,“Antifa gearing up for false flag violence disguised as Trump-supporters.”,https://www.politifact.com/factchecks/2020/nov/03/blog-posting/flyer-encouraging-antifa-disguise-themselves-trump/,"ember 3, 2020",Bloggers,false
1116,"Broken voting machines in Russellville, Ark., tried to automatically tally votes meant for Donald Trump as votes for Joe Biden.",https://www.politifact.com/factchecks/2020/nov/03/viral-image/facebook-post-exaggerates-isolated-voting-hiccup-a/,"ember 3, 2020",Viral image,barely-true
1117,Pennsylvania officials are “attempting to silence voters” by sending them letters that say they’ve been exposed to COVID-19 and “must remain quarantined and not vote in person on Election Day.”,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/pennsylvania-residents-under-covid-19-quarantine-c/,"ember 2, 2020",Facebook posts,barely-true
1118,"In Massachusetts, ""anybody can go vote for anybody so long as they have their information. … They're not even checking IDs at the polling stations.""",https://www.politifact.com/factchecks/2020/nov/02/tiktok-posts/video-gives-misleading-impression-mass-voting-rule/,"ember 2, 2020",TikTok posts,barely-true
1119,“People are less likely to just vote for party now. … They’re looking at the personalities.”,https://www.politifact.com/factchecks/2020/nov/02/robyn-vining/voters-choosing-more-party-personality-trump-excep/,"ember 2, 2020",Robyn Vining,half-true
